"REF_DATE","GEO","DGUID","Area, production and farm value of potatoes","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"1986","Saskatchewan","2016A000247","Total farm value, potatoes","Dollars","81","thousands","3","v47191","9.5","9025","","","t","0"
"1986","Alberta","2016A000248","Seeded area","Acres","28","units","0","v47148","10.1","22450","","","","0"
"1986","Alberta","2016A000248","Harvested area","Acres","28","units","0","v47203","10.6","22000","","","","0"
"1986","Alberta","2016A000248","Average yield","Hundredweight per harvested acres","159","units","0","v47159","10.2","264.0","","","","1"
"1986","Alberta","2016A000248","Production","Hundredweight","156","thousands","3","v47170","10.3","5808","","","","0"
"1986","Alberta","2016A000248","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47214","10.7","4980","","","t","0"
"1986","Alberta","2016A000248","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47181","10.4","7.10","","","t","2"
"1986","Alberta","2016A000248","Total farm value, potatoes","Dollars","81","thousands","3","v47192","10.5","35357","","","t","0"
"1986","British Columbia","2016A000259","Seeded area","Acres","28","units","0","v47149","11.1","7862","","","","0"
"1986","British Columbia","2016A000259","Harvested area","Acres","28","units","0","v47204","11.6","7700","","","","0"
"1986","British Columbia","2016A000259","Average yield","Hundredweight per harvested acres","159","units","0","v47160","11.2","260.0","","","","1"
"1986","British Columbia","2016A000259","Production","Hundredweight","156","thousands","3","v47171","11.3","2002","","","","0"
"1986","British Columbia","2016A000259","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47215","11.7","1735","","","t","0"
"1986","British Columbia","2016A000259","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47182","11.4","12.40","","","t","2"
"1986","British Columbia","2016A000259","Total farm value, potatoes","Dollars","81","thousands","3","v47193","11.5","21506","","","t","0"
"1987","Canada","2016A000011124","Seeded area","Acres","28","units","0","v47140","1.1","286300","","","","0"
"1987","Canada","2016A000011124","Harvested area","Acres","28","units","0","v47195","1.6","282500","","","","0"
"1987","Canada","2016A000011124","Average yield","Hundredweight per harvested acres","159","units","0","v47151","1.2","237.3","","","","1"
"1987","Canada","2016A000011124","Production","Hundredweight","156","thousands","3","v47162","1.3","67051","","","","0"
"1987","Canada","2016A000011124","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47206","1.7","57129","","","t","0"
"1987","Canada","2016A000011124","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47173","1.4","5.85","","","t","2"
"1987","Canada","2016A000011124","Total farm value, potatoes","Dollars","81","thousands","3","v47184","1.5","334427","","","t","0"
"1987","Newfoundland and Labrador","2016A000210","Seeded area","Acres","28","units","0","v47150","2.1","600","","","","0"
"1987","Newfoundland and Labrador","2016A000210","Harvested area","Acres","28","units","0","v47205","2.6","600","","","","0"
"1987","Newfoundland and Labrador","2016A000210","Average yield","Hundredweight per harvested acres","159","units","0","v47161","2.2","123.3","","","","1"
"1987","Newfoundland and Labrador","2016A000210","Production","Hundredweight","156","thousands","3","v47172","2.3","74","","","","0"
"1987","Newfoundland and Labrador","2016A000210","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47216","2.7","68","","","t","0"
"1987","Newfoundland and Labrador","2016A000210","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47183","2.4","15.65","","","t","2"
"1987","Newfoundland and Labrador","2016A000210","Total farm value, potatoes","Dollars","81","thousands","3","v47194","2.5","1064","","","t","0"
"1987","Prince Edward Island","2016A000211","Seeded area","Acres","28","units","0","v47141","3.1","67000","","","","0"
"1987","Prince Edward Island","2016A000211","Harvested area","Acres","28","units","0","v47196","3.6","66000","","","","0"
"1987","Prince Edward Island","2016A000211","Average yield","Hundredweight per harvested acres","159","units","0","v47152","3.2","242.0","","","","1"
"1987","Prince Edward Island","2016A000211","Production","Hundredweight","156","thousands","3","v47163","3.3","15972","","","","0"
"1987","Prince Edward Island","2016A000211","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47207","3.7","13698","","","t","0"
"1987","Prince Edward Island","2016A000211","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47174","3.4","4.57","","","t","2"
"1987","Prince Edward Island","2016A000211","Total farm value, potatoes","Dollars","81","thousands","3","v47185","3.5","62625","","","t","0"
"1987","Nova Scotia","2016A000212","Seeded area","Acres","28","units","0","v47142","4.1","4200","","","","0"
"1987","Nova Scotia","2016A000212","Harvested area","Acres","28","units","0","v47197","4.6","4200","","","","0"
"1987","Nova Scotia","2016A000212","Average yield","Hundredweight per harvested acres","159","units","0","v47153","4.2","210.0","","","","1"
"1987","Nova Scotia","2016A000212","Production","Hundredweight","156","thousands","3","v47164","4.3","882","","","","0"
"1987","Nova Scotia","2016A000212","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47208","4.7","849","","","t","0"
"1987","Nova Scotia","2016A000212","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47175","4.4","7.26","","","t","2"
"1987","Nova Scotia","2016A000212","Total farm value, potatoes","Dollars","81","thousands","3","v47186","4.5","6162","","","t","0"
"1987","New Brunswick","2016A000213","Seeded area","Acres","28","units","0","v47143","5.1","50500","","","","0"
"1987","New Brunswick","2016A000213","Harvested area","Acres","28","units","0","v47198","5.6","49500","","","","0"
"1987","New Brunswick","2016A000213","Average yield","Hundredweight per harvested acres","159","units","0","v47154","5.2","295.0","","","","1"
"1987","New Brunswick","2016A000213","Production","Hundredweight","156","thousands","3","v47165","5.3","14603","","","","0"
"1987","New Brunswick","2016A000213","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47209","5.7","12280","","","t","0"
"1987","New Brunswick","2016A000213","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47176","5.4","4.41","","","t","2"
"1987","New Brunswick","2016A000213","Total farm value, potatoes","Dollars","81","thousands","3","v47187","5.5","54178","","","t","0"
"1987","Quebec","2016A000224","Seeded area","Acres","28","units","0","v47144","6.1","44200","","","","0"
"1987","Quebec","2016A000224","Harvested area","Acres","28","units","0","v47199","6.6","44200","","","","0"
"1987","Quebec","2016A000224","Average yield","Hundredweight per harvested acres","159","units","0","v47155","6.2","203.3","","","","1"
"1987","Quebec","2016A000224","Production","Hundredweight","156","thousands","3","v47166","6.3","8988","","","","0"
"1987","Quebec","2016A000224","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47210","6.7","8148","","","t","0"
"1987","Quebec","2016A000224","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47177","6.4","5.93","","","t","2"
"1987","Quebec","2016A000224","Total farm value, potatoes","Dollars","81","thousands","3","v47188","6.5","48326","","","t","0"
"1987","Ontario","2016A000235","Seeded area","Acres","28","units","0","v47145","7.1","36500","","","","0"
"1987","Ontario","2016A000235","Harvested area","Acres","28","units","0","v47200","7.6","36500","","","","0"
"1987","Ontario","2016A000235","Average yield","Hundredweight per harvested acres","159","units","0","v47156","7.2","197.0","","","","1"
"1987","Ontario","2016A000235","Production","Hundredweight","156","thousands","3","v47167","7.3","7190","","","","0"
"1987","Ontario","2016A000235","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47211","7.7","5936","","","t","0"
"1987","Ontario","2016A000235","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47178","7.4","6.65","","","t","2"
"1987","Ontario","2016A000235","Total farm value, potatoes","Dollars","81","thousands","3","v47189","7.5","39496","","","t","0"
"1987","Manitoba","2016A000246","Seeded area","Acres","28","units","0","v47146","8.1","46500","","","","0"
"1987","Manitoba","2016A000246","Harvested area","Acres","28","units","0","v47201","8.6","45500","","","","0"
"1987","Manitoba","2016A000246","Average yield","Hundredweight per harvested acres","159","units","0","v47157","8.2","208.9","","","","1"
"1987","Manitoba","2016A000246","Production","Hundredweight","156","thousands","3","v47168","8.3","9505","","","","0"
"1987","Manitoba","2016A000246","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47212","8.7","7891","","","t","0"
"1987","Manitoba","2016A000246","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47179","8.4","6.38","","","t","2"
"1987","Manitoba","2016A000246","Total farm value, potatoes","Dollars","81","thousands","3","v47190","8.5","50306","","","t","0"
"1987","Saskatchewan","2016A000247","Seeded area","Acres","28","units","0","v47147","9.1","3800","","","","0"
"1987","Saskatchewan","2016A000247","Harvested area","Acres","28","units","0","v47202","9.6","3700","","","","0"
"1987","Saskatchewan","2016A000247","Average yield","Hundredweight per harvested acres","159","units","0","v47158","9.2","205.1","","","","1"
"1987","Saskatchewan","2016A000247","Production","Hundredweight","156","thousands","3","v47169","9.3","759","","","","0"
"1987","Saskatchewan","2016A000247","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47213","9.7","652","","","t","0"
"1987","Saskatchewan","2016A000247","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47180","9.4","13.22","","","t","2"
"1987","Saskatchewan","2016A000247","Total farm value, potatoes","Dollars","81","thousands","3","v47191","9.5","8618","","","t","0"
"1987","Alberta","2016A000248","Seeded area","Acres","28","units","0","v47148","10.1","24500","","","","0"
"1987","Alberta","2016A000248","Harvested area","Acres","28","units","0","v47203","10.6","23800","","","","0"
"1987","Alberta","2016A000248","Average yield","Hundredweight per harvested acres","159","units","0","v47159","10.2","280.0","","","","1"
"1987","Alberta","2016A000248","Production","Hundredweight","156","thousands","3","v47170","10.3","6664","","","","0"
"1987","Alberta","2016A000248","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47214","10.7","5720","","","t","0"
"1987","Alberta","2016A000248","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47181","10.4","7.25","","","t","2"
"1987","Alberta","2016A000248","Total farm value, potatoes","Dollars","81","thousands","3","v47192","10.5","41460","","","t","0"
"1987","British Columbia","2016A000259","Seeded area","Acres","28","units","0","v47149","11.1","8500","","","","0"
"1987","British Columbia","2016A000259","Harvested area","Acres","28","units","0","v47204","11.6","8500","","","","0"
"1987","British Columbia","2016A000259","Average yield","Hundredweight per harvested acres","159","units","0","v47160","11.2","284.0","","","","1"
"1987","British Columbia","2016A000259","Production","Hundredweight","156","thousands","3","v47171","11.3","2414","","","","0"
"1987","British Columbia","2016A000259","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47215","11.7","1887","","","t","0"
"1987","British Columbia","2016A000259","Average farm price, potatoes","Dollars per hundredweight","110","units","0","v47182","11.4","11.76","","","t","2"
"1987","British Columbia","2016A000259","Total farm value, potatoes","Dollars","81","thousands","3","v47193","11.5","22192","","","t","0"
"1988","Canada","2016A000011124","Seeded area","Acres","28","units","0","v47140","1.1","278900","","","","0"
"1988","Canada","2016A000011124","Harvested area","Acres","28","units","0","v47195","1.6","275500","","","","0"
"1988","Canada","2016A000011124","Average yield","Hundredweight per harvested acres","159","units","0","v47151","1.2","219.2","","","","1"
"1988","Canada","2016A000011124","Production","Hundredweight","156","thousands","3","v47162","1.3","60377","","","","0"
"1988","Canada","2016A000011124","Amount sold, consumed, seeded or fed to livestock, potatoes","Hundredweight","156","thousands","3","v47206","1.7","53118","","","t","0"
